##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	HG01583.PJL.chr2:134800000-137500000.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	490571
Sequences flagged as poor quality	0
Sequence length	36-250
%GC	41
>>END_MODULE
>>Per base sequence quality	fail
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	19.515644014831697	23.0	15.0	27.0	2.0	28.0
2	21.63346182305925	23.0	19.0	29.0	2.0	31.0
3	19.384405111594447	22.0	15.0	27.0	2.0	29.0
4	22.023725413854468	26.0	19.0	29.0	2.0	31.0
5	24.043420830012373	28.0	23.0	30.0	2.0	31.0
6	22.797401395516655	27.0	19.0	31.0	2.0	31.0
7	20.470898198222073	24.0	10.0	31.0	2.0	32.0
8	21.50218011256271	26.0	16.0	31.0	2.0	32.0
9	22.986903017096402	28.0	18.0	31.0	2.0	32.0
10-14	22.74205650150539	27.0	19.4	30.4	2.0	31.4
15-19	23.377445058921133	28.2	22.2	30.0	2.0	31.0
20-24	22.078307930962083	26.2	18.0	30.0	2.0	31.0
25-29	23.331088873985625	28.2	21.8	30.0	2.0	31.0
30-34	22.545610319403306	26.8	19.8	30.0	2.0	30.2
35-39	22.27617797816284	27.0	18.8	30.0	2.0	30.8
40-44	21.8758757788455	26.6	16.8	30.0	2.0	31.0
45-49	21.665981761390988	26.0	16.2	30.0	2.0	31.0
50-54	21.473593286349445	26.0	15.6	30.0	2.0	31.0
55-59	21.709109013919125	26.2	16.4	30.0	2.0	31.0
60-64	21.783242102504452	26.6	16.2	30.0	2.0	31.6
65-69	21.634161576489127	26.4	15.0	30.0	2.0	32.0
70-74	21.455107880729532	26.0	13.2	30.4	2.0	32.2
75-79	21.367805525243664	26.2	10.0	30.6	2.0	32.8
80-84	21.085873973888418	25.8	3.2	31.4	2.0	33.0
85-89	20.67835603209384	25.8	2.0	32.0	2.0	33.0
90-94	20.44350424834277	25.4	2.0	32.0	2.0	33.0
95-99	20.62455317702487	26.4	2.0	32.0	2.0	33.2
100-104	20.822196246710238	26.8	2.0	32.0	2.0	33.4
105-109	21.150525829423202	28.0	2.0	32.0	2.0	33.0
110-114	21.179851546555533	28.0	2.0	32.0	2.0	33.0
115-119	21.20838353808879	28.2	2.0	32.0	2.0	33.0
120-124	21.100000595649306	28.2	2.0	32.0	2.0	33.0
125-129	20.97196784322852	27.8	2.0	32.0	2.0	33.0
130-134	20.97303412911602	28.2	2.0	32.0	2.0	33.0
135-139	20.72863478068386	27.4	2.0	32.0	2.0	33.0
140-144	20.705849533299297	27.8	2.0	32.0	2.0	33.0
145-149	20.3328791561119	27.2	2.0	32.0	2.0	33.0
150-154	20.03781076134515	26.8	2.0	32.0	2.0	33.0
155-159	20.017663203777854	26.8	2.0	32.0	2.0	33.0
160-164	19.567212258245007	25.6	2.0	32.0	2.0	33.0
165-169	19.138190887760835	24.8	2.0	32.0	2.0	33.0
170-174	18.819967123966922	24.4	2.0	32.0	2.0	33.0
175-179	18.66014493493573	24.0	2.0	32.0	2.0	33.2
180-184	18.515819184402012	24.2	2.0	32.0	2.0	33.0
185-189	18.200409034436184	23.4	2.0	32.0	2.0	33.0
190-194	17.923767554508512	22.6	2.0	32.0	2.0	33.0
195-199	17.63551673716679	21.8	2.0	32.0	2.0	33.6
200-204	17.278001706755827	20.6	2.0	32.0	2.0	33.4
205-209	17.122854219209426	20.2	2.0	32.0	2.0	33.2
210-214	16.791593153887565	19.8	2.0	31.4	2.0	33.0
215-219	16.63987765516392	19.0	2.0	31.2	2.0	33.0
220-224	16.450741753202266	18.4	2.0	31.0	2.0	33.0
225-229	16.08713938293908	16.2	2.0	31.0	2.0	33.4
230-234	15.776635461984583	13.6	2.0	31.0	2.0	33.0
235-239	15.233508714818157	5.8	2.0	31.0	2.0	34.0
240-244	14.642493386503057	2.0	2.0	31.0	2.0	33.8
245-249	11.977323795978117	2.0	2.0	26.6	2.0	29.0
250	9.675940325778889	2.0	2.0	21.0	2.0	29.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1103	60-64	0.6136540649898627
1103	65-69	0.610123749830791
1103	70-74	1.1620401329530239
1103	75-79	1.4320250507411494
1103	80-84	1.7670496513237772
1103	85-89	1.8930021440844698
1103	90-94	1.5339966771629037
1103	95-99	2.0509450149638546
1103	100-104	2.164522932241155
1103	105-109	2.2784972242164656
1103	110-114	2.3347295525527336
1103	115-119	2.4020845329642277
1103	120-124	2.4028962770077342
1103	125-129	2.529286189303466
1103	130-134	2.586569034738016
1103	135-139	2.3655752890493993
1103	140-144	2.358743031335816
1103	145-149	2.61806574186528
1103	150-154	1.7860433685684463
1103	155-159	2.1929940941972106
1103	160-164	2.3216254618306458
1103	165-169	2.372880444384055
1103	170-174	1.8966261809879725
1103	175-179	1.4974432804107138
1103	180-184	1.3178100350590505
1103	185-189	1.342833040316524
1103	190-194	1.2815717110352516
1103	195-199	1.5587292126155639
1103	200-204	1.6709242476529091
1103	205-209	1.4905898255130694
1103	210-214	1.3465686244354416
1103	215-219	1.5780454049358532
1103	220-224	1.9802723132641091
1103	225-229	1.6361143732340384
1103	230-234	1.6483055571726783
1103	235-239	1.075085517539792
1103	240-244	0.4900619320500095
1103	245-249	0.379150088582243
1103	250	0.38296338598634705
1104	1	0.241403101041886
1104	2	0.0674545153996462
1104	3	1.3630874472892707
1104	4	1.3345742242113445
1104	5	1.590293593637007
1104	6	1.8498174255773314
1104	7	2.1863406343919003
1104	8	2.1196170290692606
1104	9	2.1829976807693825
1104	10-14	1.2870360394208582
1104	15-19	1.5107828363706162
1104	20-24	0.8099331078174039
1104	25-29	1.219711752187294
1104	30-34	1.0968888947644793
1104	35-39	1.413994624121937
1104	40-44	1.3553353801055117
1104	45-49	0.6743901316007737
1104	50-54	0.8842360907313243
1104	55-59	0.9350559478002438
1104	60-64	0.1455078381924224
1104	65-69	0.8688746617218541
1104	70-74	1.1537747523904898
1104	75-79	1.0384439532295993
1104	80-84	1.5603778510481838
1104	85-89	1.8752547176436813
1104	90-94	1.9065507826990924
1104	95-99	2.035741156651465
1104	100-104	2.4444572760848757
1104	105-109	2.4549453072188108
1104	110-114	2.408185011740546
1104	115-119	2.427178153779657
1104	120-124	2.5005821001413935
1104	125-129	2.4189141377512264
1104	130-134	2.545221867679569
1104	135-139	2.457896761044207
1104	140-144	2.3697667810318492
1104	145-149	2.4470930580685675
1104	150-154	2.492589530520302
1104	155-159	2.4043372084065027
1104	160-164	2.0100294498342137
1104	165-169	1.3233967773661455
1104	170-174	1.2431845014872849
1104	175-179	1.2680510749215017
1104	180-184	1.1699694569503016
1104	185-189	1.0777229620386315
1104	190-194	1.4391567100554354
1104	195-199	1.2184416750109328
1104	200-204	1.1502040467786685
1104	205-209	1.1072884726454113
1104	210-214	1.1333303641236974
1104	215-219	0.9712352651842728
1104	220-224	1.0731963190038378
1104	225-229	0.8507196664831849
1104	230-234	0.7264747150789699
1104	235-239	0.6411746675281744
1104	240-244	0.48317653923909454
1104	245-249	0.1357384254005911
1104	250	-0.10342431357221749
1105	1	-0.30324171717671433
1105	2	0.5569984723963515
1105	3	1.3433120971168329
1105	4	1.6033428888357406
1105	5	1.7303587151136064
1105	6	1.5257475259568842
1105	7	1.3891477939009853
1105	8	1.3305123530389764
1105	9	1.6000564249652882
1105	10-14	0.6865701703959495
1105	15-19	0.9463992747267831
1105	20-24	0.507395296900885
1105	25-29	0.7203679762976485
1105	30-34	0.7841166079987794
1105	35-39	0.8589823897616888
1105	40-44	0.17810785953829722
1105	45-49	0.5408733791972473
1105	50-54	0.41241480872450254
1105	55-59	0.060005950690246834
1105	60-64	0.1604911724890954
1105	65-69	0.03871378470125464
1105	70-74	0.6010779911242778
1105	75-79	1.0736045412495585
1105	80-84	1.3733875036694236
1105	85-89	1.0353148297759276
1105	90-94	1.5184306355014385
1105	95-99	1.531277212126561
1105	100-104	1.835748034332994
1105	105-109	1.95142996861183
1105	110-114	1.9623968581615365
1105	115-119	2.1675833245301916
1105	120-124	2.0786334217697977
1105	125-129	1.9863692795609929
1105	130-134	1.982848724712177
1105	135-139	1.9141151673725858
1105	140-144	1.9881538155678307
1105	145-149	1.8731011614835786
1105	150-154	2.0410479522837583
1105	155-159	2.0693304555606638
1105	160-164	1.9431222532299302
1105	165-169	1.6997926870709463
1105	170-174	1.691443867370161
1105	175-179	1.190054751598769
1105	180-184	0.8349582349086617
1105	185-189	0.738812660978347
1105	190-194	0.578832606919029
1105	195-199	0.7616923473414907
1105	200-204	0.4022569063856132
1105	205-209	0.664202042433061
1105	210-214	0.778299210443901
1105	215-219	0.6966986737358489
1105	220-224	0.5204579514644543
1105	225-229	0.253921853763762
1105	230-234	0.4527677646276427
1105	235-239	0.6274335633564512
1105	240-244	0.8192882389871556
1105	245-249	0.6524604239407719
1105	250	0.8083272345429666
1106	1	-0.8816295740455828
1106	2	-0.044459141719492834
1106	3	-1.1851186844785069
1106	4	0.5088354272396707
1106	5	1.03395525921648
1106	6	1.0236378213155355
1106	7	1.9304925251191314
1106	8	1.6106190255507116
1106	9	2.036993608737916
1106	10-14	1.5494302357876606
1106	15-19	1.2759808043083112
1106	20-24	1.3624156633136586
1106	25-29	1.1647685827235783
1106	30-34	0.7444395480685557
1106	35-39	0.5811772132223325
1106	40-44	1.4178762486737746
1106	45-49	0.5904359123040877
1106	50-54	0.587463669849317
1106	55-59	0.8205773061983166
1106	60-64	1.0924180360615274
1106	65-69	1.3286876645485535
1106	70-74	-0.424154441703088
1106	75-79	0.8604056445063613
1106	80-84	1.7033599222494331
1106	85-89	1.7342280122334124
1106	90-94	1.9988514804792423
1106	95-99	2.5434392728427326
1106	100-104	1.9959585905998871
1106	105-109	2.017156855183785
1106	110-114	1.823794333925207
1106	115-119	2.6044684738097033
1106	120-124	2.722213284786278
1106	125-129	2.4905625198105703
1106	130-134	2.6923111558647506
1106	135-139	2.314683018926356
1106	140-144	2.3637081516855467
1106	145-149	2.6290867721170805
1106	150-154	2.6438018494038538
1106	155-159	2.5634555012748983
1106	160-164	2.190437241424995
1106	165-169	2.053827531978545
1106	170-174	2.198194399341432
1106	175-179	2.4047752811136007
1106	180-184	2.131849257409563
1106	185-189	2.6156602492347716
1106	190-194	2.113797625061803
1106	195-199	2.5230939323867965
1106	200-204	2.036502482012782
1106	205-209	1.770270317322872
1106	210-214	1.6089256656676945
1106	215-219	1.8707306416438776
1106	220-224	1.8880686089332421
1106	225-229	2.1423875272213966
1106	230-234	2.343350214945671
1106	235-239	1.8685171950812798
1106	240-244	1.4767991894496504
1106	245-249	1.294267026923844
1106	250	0.2984311393527541
1107	1	0.3067305732697889
1107	2	1.0439623870005441
1107	3	1.9946965251874502
1107	4	2.115014488642611
1107	5	1.64512559799876
1107	6	2.0551469423768935
1107	7	2.239332524257641
1107	8	2.0704518958313436
1107	9	0.15110917807736257
1107	10-14	1.5436549994154056
1107	15-19	1.6645584787068834
1107	20-24	1.3493101949843052
1107	25-29	0.9935316935762408
1107	30-34	0.7574545595910287
1107	35-39	0.6098714046030942
1107	40-44	0.1746368181209128
1107	45-49	0.8041918081495361
1107	50-54	0.5843935227493233
1107	55-59	1.3418561931488426
1107	60-64	1.5099138901245475
1107	65-69	1.3142716493862672
1107	70-74	1.2072696068851378
1107	75-79	1.0053109879191666
1107	80-84	0.5790679621365769
1107	85-89	1.9743380680151112
1107	90-94	2.3745498285656517
1107	95-99	2.6528187822222407
1107	100-104	2.966690443993773
1107	105-109	2.8893662287630235
1107	110-114	3.01792349243793
1107	115-119	3.050316385411044
1107	120-124	3.1500217016357936
1107	125-129	3.242002556182115
1107	130-134	3.280340174030755
1107	135-139	3.121807097283309
1107	140-144	3.2784840911190223
1107	145-149	3.3785472991781234
1107	150-154	3.3655325155235474
1107	155-159	3.414009602763077
1107	160-164	3.448202510333651
1107	165-169	3.3372771449403587
1107	170-174	3.303323195847277
1107	175-179	3.3556430538782216
1107	180-184	3.1118155267074137
1107	185-189	2.5625048429527872
1107	190-194	2.562989446458598
1107	195-199	2.445007291148915
1107	200-204	2.9948027694507218
1107	205-209	3.0245057830035016
1107	210-214	3.356675770185756
1107	215-219	3.538184667205023
1107	220-224	3.615866000957407
1107	225-229	3.0797716074673023
1107	230-234	3.0931718762316844
1107	235-239	3.4361750675081186
1107	240-244	3.4278812094653723
1107	245-249	3.066074974437452
1107	250	3.1749278216758743
1108	1	0.9824773335395847
1108	2	1.4957253115084406
1108	3	1.6558374608254667
1108	4	2.19840189941484
1108	5	1.8422870240699858
1108	6	1.942390566155236
1108	7	2.1756145528498543
1108	8	2.558043581670919
1108	9	2.606038090825873
1108	10-14	1.6197734191743223
1108	15-19	1.6868472325660449
1108	20-24	1.6124313481119508
1108	25-29	1.5282041809417812
1108	30-34	1.3861234680133414
1108	35-39	1.5023516909185517
1108	40-44	1.2757468804574543
1108	45-49	0.8524347829986105
1108	50-54	0.7550275069783687
1108	55-59	0.7675124966117615
1108	60-64	1.0427034993904698
1108	65-69	1.0549565647304995
1108	70-74	1.7615033787373413
1108	75-79	1.9180378673559737
1108	80-84	1.5482811845620006
1108	85-89	1.2502578760893641
1108	90-94	2.3806822101360616
1108	95-99	2.807759493684692
1108	100-104	2.690908085549381
1108	105-109	3.0158267842884996
1108	110-114	3.040093976311809
1108	115-119	2.9473005209895753
1108	120-124	3.187349115139501
1108	125-129	3.204584663269447
1108	130-134	3.1668035353703203
1108	135-139	2.689399273062133
1108	140-144	3.2649162370625007
1108	145-149	2.972037576809303
1108	150-154	2.990865172247144
1108	155-159	3.104420528263624
1108	160-164	3.1419898961736834
1108	165-169	3.0726664861568516
1108	170-174	3.140693346629263
1108	175-179	3.265862200970698
1108	180-184	3.3009864984822173
1108	185-189	3.459948898596174
1108	190-194	3.120938737686757
1108	195-199	2.8288174043763483
1108	200-204	2.9097819218353678
1108	205-209	3.131797670088087
1108	210-214	3.3672310595742374
1108	215-219	3.2274237126829775
1108	220-224	3.160061102440995
1108	225-229	3.3158282367424885
1108	230-234	3.399961870376549
1108	235-239	3.1637066688115443
1108	240-244	2.6327264237971555
1108	245-249	2.216727206706212
1108	250	1.779451483147108
1109	1	0.2928959004798912
1109	2	0.9426037953434445
1109	3	1.911401462041642
1109	4	1.7457263141305575
1109	5	1.918814844076067
1109	6	2.1270566247343368
1109	7	1.1366918813184874
1109	8	1.5357217006533865
1109	9	1.384385106129411
1109	10-14	1.6304747468321708
1109	15-19	1.7940915824190888
1109	20-24	1.8070599079579033
1109	25-29	1.7760728340278256
1109	30-34	0.7096321332611417
1109	35-39	0.8002081822533
1109	40-44	0.6390761598736887
1109	45-49	1.1369893588575337
1109	50-54	0.6251704075560554
1109	55-59	0.6142480798690855
1109	60-64	0.6505376941811853
1109	65-69	0.7101040259649167
1109	70-74	0.42876597121732374
1109	75-79	1.6223603564610727
1109	80-84	2.2064579353474407
1109	85-89	2.3092940572994607
1109	90-94	1.609065710693475
1109	95-99	2.0328187822222397
1109	100-104	1.7746609993022986
1109	105-109	2.494098802125734
1109	110-114	2.5413567714876457
1109	115-119	2.3371535664947984
1109	120-124	2.8154012079742046
1109	125-129	2.6475899368379814
1109	130-134	2.895878699432288
1109	135-139	2.691374105617445
1109	140-144	3.029847567824966
1109	145-149	2.443292566322871
1109	150-154	2.9494950450970485
1109	155-159	3.222205139562103
1109	160-164	3.094209288260622
1109	165-169	3.0831368546404683
1109	170-174	3.104515727339056
1109	175-179	3.2205660029158807
1109	180-184	3.4503296451176517
1109	185-189	3.445915059388593
1109	190-194	3.38309419101569
1109	195-199	3.2112684674763905
1109	200-204	3.0737691331204715
1109	205-209	3.5198166015643366
1109	210-214	3.688261072958632
1109	215-219	3.758963915531602
1109	220-224	3.779469418505414
1109	225-229	3.9496017598127775
1109	230-234	3.7866448951545397
1109	235-239	3.7618043408851225
1109	240-244	4.175358335479068
1109	245-249	3.5156303847669808
1109	250	3.5208116540586367
1110	1	-2.0632897630050415
1110	2	0.3311214820363162
1110	3	1.0025768316841628
1110	4	1.4584251724498536
1110	5	0.9518674362527442
1110	6	1.436452095443677
1110	7	1.8056886995853816
1110	8	-0.0626780747536877
1110	9	1.3096050200354554
1110	10-14	1.133448731484986
1110	15-19	1.3619710508824987
1110	20-24	0.7776756668948295
1110	25-29	0.6284628770747993
1110	30-34	-0.06349906643940173
1110	35-39	0.3780015567620012
1110	40-44	0.17281563208031514
1110	45-49	-0.4433587601767144
1110	50-54	-0.882765209138686
1110	55-59	0.0896064927457445
1110	60-64	0.34748697361221303
1110	65-69	0.3503885103369946
1110	70-74	0.970742388960165
1110	75-79	0.6590532256356951
1110	80-84	0.9187600128320064
1110	85-89	0.8934995598261324
1110	90-94	1.0206060438396456
1110	95-99	1.5963213057011174
1110	100-104	1.7843418138186777
1110	105-109	1.0250626048678555
1110	110-114	1.318341686694243
1110	115-119	1.3164608527935577
1110	120-124	1.2131828376315923
1110	125-129	0.35598620155581173
1110	130-134	0.9543770910122937
1110	135-139	1.6650300598945904
1110	140-144	1.9152609161493963
1110	145-149	1.6590928114517176
1110	150-154	1.528413118893173
1110	155-159	1.2929305929704853
1110	160-164	1.4403568805057816
1110	165-169	1.6812285190735956
1110	170-174	1.4067745795979114
1110	175-179	1.8224829748328517
1110	180-184	1.819788259911082
1110	185-189	2.203756060075218
1110	190-194	1.7733074390687982
1110	195-199	1.9392229789233468
1110	200-204	1.7661016592906904
1110	205-209	1.7814886330038107
1110	210-214	2.1946732876707635
1110	215-219	1.9261813625816337
1110	220-224	2.238229203918838
1110	225-229	2.6800778483648227
1110	230-234	2.7566732052055425
1110	235-239	2.740050209019463
1110	240-244	2.009839928795355
1110	245-249	1.504426659550127
1110	250	1.8570250601924663
1111	1	0.1253446617899847
1111	2	-0.30003633416252384
1111	3	-0.6227629642873858
1111	4	-1.1872818089001136
1111	5	-4.304030818341186
1111	6	-1.578892555735699
1111	7	-0.38754857195240433
1111	8	0.38149252133965206
1111	9	0.7202897689224628
1111	10-14	0.8141590182165537
1111	15-19	0.8566585757414344
1111	20-24	0.6640830051162858
1111	25-29	-0.33696968902597035
1111	30-34	0.32126627889753934
1111	35-39	0.5198956912869193
1111	40-44	-0.9776275084985251
1111	45-49	-0.6053775939941985
1111	50-54	0.38125111752627916
1111	55-59	-0.016892902410564403
1111	60-64	0.13839072803196473
1111	65-69	-1.468159206480955
1111	70-74	-0.10136787088946164
1111	75-79	0.34950602176908063
1111	80-84	-0.305985911673627
1111	85-89	-0.7390709298366644
1111	90-94	0.2612109423877449
1111	95-99	-0.08171710654138309
1111	100-104	0.15709646312446068
1111	105-109	-0.34892984528848103
1111	110-114	0.49030482456196367
1111	115-119	-0.24293257810092683
1111	120-124	-0.7475453419058304
1111	125-129	0.36839414578199126
1111	130-134	-0.022109910980219638
1111	135-139	-0.05466613373734219
1111	140-144	-0.35949371376523587
1111	145-149	0.12629126254190837
1111	150-154	0.5604511511379009
1111	155-159	0.5050430361288178
1111	160-164	0.24431256816450642
1111	165-169	0.9183555575062279
1111	170-174	0.8835499911011908
1111	175-179	0.7204617545783414
1111	180-184	0.9667035049498018
1111	185-189	1.2073895133589296
1111	190-194	1.1976270238204982
1111	195-199	1.3176865145920118
1111	200-204	1.2242813436633995
1111	205-209	1.269230653916999
1111	210-214	1.4154683489508777
1111	215-219	1.5284919118260412
1111	220-224	1.0188900081808612
1111	225-229	1.0683266458964322
1111	230-234	1.387997046207813
1111	235-239	1.4160286240646283
1111	240-244	1.4947828848266322
1111	245-249	1.6911027267210024
1111	250	1.564049800610361
